,monthly_income,gig_economy_weekly_income,atm_check_deposits_weekly_income,direct_deposit_weekly_income,government_aid_weekly_income,frequency_heuristic_weekly_income,large_deposits_weekly_income,income_length,payrolls_per_month,income_sources,days_since_most_recent_payroll,days_until_next_payroll,bank_balance,overdraft_transactions,nsf_transactions,return_transactions,reverse_transactions,length_of_transaction_history,mortgage,auto_loan,student_loan,traditional_single_payment,installment_loan,predatory_installment_loan,title_loan,pay_advances,total_loan_payments,no_of_other_active_loans,traditional_single_payment_mean,traditional_single_payment_trend,loan_amount,loan_requested,state,status
28,2713.87,0.0,678.4675,0.0,0.0,0.0,0.0,175,4.166666666666666,3,5,8,1305.32,0,0,0,0,180,0.0,304.11,0.0,255.0,0.0,0.0,0.0,0.0,559.11,2,2.5,3.0000000000150777,200.0,250.0,"""CA""",1
29,986.7,0.0,0.0,0.0,0.0,246.675,0.0,161,2.0,1,7,6,19.55,0,0,0,0,172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,200.0,300.0,"""WA""",1
30,1971.11,0.0,10.0,482.7775,0.0,0.0,0.0,112,3.1333333333333333,2,4,9,551.61,0,0,0,0,154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,150.0,500.0,"""ID""",1
31,4453.96,0.0,0.0,1113.49,0.0,0.0,0.0,153,6.0,2,1,0,406.63,1,0,0,0,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,200.0,500.0,"""WA""",1
32,1852.7,0.0,0.0,0.0,0.0,463.175,0.0,18,3.4,2,4,9,1.84,0,0,0,3,126,0.0,0.0,0.0,97.5,0.0,0.0,0.0,0.0,97.5,1,1.0,0.0,150.0,500.0,"""WA""",1
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.333333333333333,1,3,-1,21.93,0,0,0,0,152,0.0,0.0,0.0,0.0,0.0315,0.0,0.0,0.0,0.0315,1,0.0,0.0,150.0,500.0,"""UT""",1
34,5679.09,0.0,0.0,0.0,0.0,1419.7725,0.0,360,4.153846153846153,1,3,3,1423.42,1,0,0,0,361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,200.0,500.0,"""WA""",1
35,2209.76,0.0,0.0,0.0,0.0,552.44,0.0,167,2.0,1,13,0,226.97,0,0,0,0,180,0.0,0.0,0.0,400.0,19.8,0.0,0.0,0.0,419.8,4,3.0,0.40000000000059,150.0,255.0,"""CA""",1
36,1492.0,0.0,0.0,0.0,0.0,373.0,0.0,70,3.5,2,11,16,12.21,5,0,0,0,81,0.0,0.0,0.0,0.0,89.43,0.0,0.0,0.0,124.43,2,0.0,0.0,50.0,50.0,"""UT""",1
37,1908.92,0.0,25.0,0.0,0.0,452.23,0.0,30,3.0,2,2,10,54.58,0,0,0,0,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,150.0,300.0,"""WA""",1
38,7519.21,0.0,183.8475,1695.955,0.0,0.0,0.0,84,5.583333333333334,2,2,7,374.98,2,21,0,0,86,0.0,400.0,0.0,0.0,542.12,1194.81,0.0,0.0,2421.9300000000007,6,0.0,0.0,250.0,500.0,"""WA""",1
39,778.04,0.0,0.0,194.51,0.0,0.0,0.0,13,2.666666666666667,2,13,-1,-26.83,0,0,0,0,172,0.0,0.0,0.0,0.0,0.0,775.0,0.0,0.0,775.0,4,2.333333333333333,0.4230769230769968,200.0,200.0,"""WA""",1
40,1697.09,0.0,0.0,424.2725,0.0,0.0,0.0,152,3.0,2,7,1,603.13,0,0,0,0,177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,100.0,"""WA""",1
41,1913.42,0.0,69.4325,0.0,0.0,408.9225,0.0,97,5.416666666666666,2,1,6,13.63,3,0,0,2,97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,150.0,255.0,"""CA""",1
42,3217.23,0.0,0.0,804.3075,0.0,0.0,0.0,306,2.2,1,12,1,51.19,0,0,0,0,359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,1,0.0,0.0,350.0,350.0,"""WA""",1
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,-1,-1,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,300.0,500.0,"""WA""",1
44,7551.44,0.0,757.75,0.0,0.0,85.11,1045.0,58,12.0,3,2,10,28.99,0,8,4,0,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,500.0,"""WA""",0
45,13958.5,0.0,0.0,2327.125,0.0,0.0,1162.5,91,12.75,4,0,3,0.0,4,3,0,0,91,0.0,353.56,0.0,0.0,0.0,0.0,0.0,0.0,403.56,2,0.0,0.0,300.0,500.0,"""UT""",1
46,2712.99,0.0,0.0,678.2475,0.0,0.0,0.0,174,4.166666666666667,1,8,-1,3.06,0,0,0,0,178,0.0,406.16,0.0,575.0,0.0,0.0,0.0,0.0,981.16,2,1.0,3.083994451532111e-17,200.0,250.0,"""WA""",1
47,2679.03,0.0,0.0,669.7574999999998,0.0,0.0,0.0,174,2.0,1,12,0,5.24,0,0,0,0,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,150.0,1,0.0,0.0,100.0,100.0,"""WA""",1
48,2582.87,0.0,0.0,0.0,0.0,459.8925,185.825,87,4.357142857142858,3,3,10,278.75,0,0,0,0,417,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,60.0,3,1.1666666666666667,-0.023255813953494457,250.0,250.0,"""WA""",1
49,1244.91,0.0,0.0,311.2275,0.0,0.0,0.0,174,2.1666666666666665,1,6,7,2.19,0,0,0,0,174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,100.0,100.0,"""WA""",1
50,4175.3600000000015,0.0,0.0,1043.84,0.0,0.0,0.0,169,4.357142857142858,2,1,11,1686.19,0,0,0,0,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.5,1,0.0,0.0,150.0,400.0,"""WA""",1
51,2561.32,0.0,55.0,585.33,0.0,0.0,0.0,90,4.333333333333333,2,6,7,56.07,0,0,0,0,104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,3,0.0,0.0,150.0,255.0,"""CA""",1
52,2019.11,0.0,61.875,442.9025,0.0,0.0,0.0,179,6.333333333333334,2,2,4,-12.38,1,0,0,0,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,150.0,200.0,"""WA""",1
53,2460.71,0.0,0.0,0.0,0.0,615.1775,0.0,175,2.1666666666666665,1,7,6,689.14,0,0,0,0,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,250.0,300.0,"""WA""",1
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,-1,-1,225.01,0,0,0,0,124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,300.0,500.0,"""WA""",1
55,2607.0,0.0,0.0,0.0,0.0,614.25,37.5,61,4.5,3,5,2,27.46,0,0,0,0,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,100.0,100.0,"""WA""",1
56,2248.08,0.0,0.0,562.02,0.0,0.0,0.0,275,6.0,2,2,4,-45.62,13,5,0,0,275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,1,0.0,0.0,250.0,500.0,"""UT""",0
57,900.08,0.0,0.0,0.0,0.0,0.0,225.02,33,7.0,2,5,-1,0.55,15,1,3,1,172,0.0,141.16,0.0,0.0,0.0,0.0,0.0,0.0,141.16,1,0.0,0.0,150.0,500.0,"""ID""",1
58,2682.01,0.0,0.0,670.5025,0.0,0.0,0.0,27,3.833333333333333,2,13,-1,-48.66,0,0,2,0,160,0.0,0.0,0.0,53.59,0.0,0.0,0.0,0.0,53.59,3,1.75,0.5999999999957151,200.0,500.0,"""UT""",0
59,1831.87,0.0,0.0,457.9675,0.0,0.0,0.0,142,2.0,1,4,11,21.38,0,0,0,0,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,225.0,3,0.0,0.0,150.0,400.0,"""UT""",1
60,3818.49,0.0,0.0,954.6225,0.0,0.0,0.0,20,1.0,1,5,-1,0.89,0,0,0,0,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535.31,3,0.0,0.0,200.0,500.0,"""UT""",1
61,2705.1,0.0,0.0,0.0,0.0,676.275,0.0,77,3.0,1,0,6,-13.02,0,0,4,0,82,0.0,0.0,0.0,0.0,285.17,67.56,0.0,0.0,367.53,4,0.0,0.0,300.0,500.0,"""WA""",1
62,3390.56,0.0,5.0,0.0,0.0,842.64,0.0,83,2.25,2,1,0,0.06,0,0,0,0,94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,300.0,500.0,"""WA""",0
63,6342.19,0.0,694.2975,0.0,0.0,0.0,891.25,71,10.666666666666666,4,0,-1,1111.91,0,0,0,0,196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,100.0,"""WA""",1
64,3818.79,0.0,0.0,954.6975,0.0,0.0,0.0,27,3.0,1,13,-1,30.57,1,0,0,0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,200.0,500.0,"""WA""",1
65,4226.34,0.0,1056.585,0.0,0.0,0.0,0.0,100,3.25,2,2,-1,2275.0,0,1,11,2,107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,200.0,500.0,"""WA""",1
66,2427.46,0.0,0.0,140.405,0.0,466.46,0.0,179,6.333333333333332,2,4,2,14.22,0,1,0,0,180,0.0,0.0,0.0,0.0,9.91,0.0,0.0,0.0,264.91,5,1.2,0.15116279069723393,200.0,255.0,"""CA""",1
67,1983.35,0.0,0.0,0.0,0.0,495.8375,0.0,171,2.1666666666666665,1,3,10,250.68,3,0,0,3,178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,150.0,300.0,"""WA""",1
68,6790.0999999999985,0.0,211.995,1485.53,0.0,0.0,0.0,136,7.2,4,2,4,164.87,8,1,0,2,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,200.0,500.0,"""WA""",1
69,2149.3600000000006,0.0,0.0,537.3400000000001,0.0,0.0,0.0,90,8.166666666666666,2,6,0,-217.32,0,8,0,1,363,0.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,2,0.0,0.0,250.0,500.0,"""WA""",0
70,877.5999999999998,0.0,0.0,0.0,0.0,219.4,0.0,163,1.6666666666666667,1,10,3,44.87,0,0,2,0,179,0.0,0.0,0.0,358.0,65.32,0.0,0.0,75.0,498.32,4,2.5,-3.000000000015078,125.0,255.0,"""CA""",1
71,2070.08,0.0,75.0,442.52,0.0,0.0,0.0,131,3.25,2,5,8,125.71,0,0,0,0,131,0.0,600.0,0.0,0.0,278.0,0.0,0.0,0.0,908.0,3,2.0,0.0,150.0,150.0,"""WA""",1
72,7037.88,0.0,0.0,1759.47,0.0,0.0,0.0,50,2.6666666666666665,1,1,5,5.97,5,0,0,0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,400.0,500.0,"""WA""",1
73,2222.84,0.0,76.5,479.21,0.0,0.0,0.0,179,5.1428571428571415,2,7,6,2.11,0,0,0,0,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,200.0,400.0,"""WA""",1
74,3756.05,0.0,35.0,287.2,0.0,616.8125,0.0,94,11.5,5,10,3,3.17,0,0,0,0,101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,250.0,500.0,"""WA""",1
75,1255.96,0.0,0.0,313.99,0.0,0.0,0.0,81,1.5,1,11,2,0.19,0,0,0,0,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,50.0,50.0,"""UT""",1
76,3533.33,0.0,0.0,883.3325,0.0,0.0,0.0,177,0.8571428571428571,1,6,-1,84.75,7,1,1,0,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,1,0.0,0.0,200.0,500.0,"""WA""",1
77,3412.87,0.0,0.0,853.2175,0.0,0.0,0.0,101,2.0,1,3,10,113.49,2,0,0,0,108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,193.38,2,0.0,0.0,350.0,450.0,"""WA""",1
78,3910.85,0.0,513.185,464.5275,0.0,0.0,0.0,178,5.1428571428571415,3,5,3,55.18,0,0,4,0,179,0.0,0.0,0.0,135.44,455.18,0.0,0.0,0.0,640.62,5,1.0,-6.033322217814728e-19,150.0,150.0,"""UT""",0
79,3334.02,0.0,0.0,0.0,833.505,0.0,0.0,48,2.5,1,6,-1,583.06,0,0,1,0,180,0.0,0.0,0.0,0.0,0.0,95.67,0.0,0.0,283.41,3,0.0,0.0,300.0,500.0,"""WA""",0
80,5537.19,0.0,135.0,1236.7975,0.0,12.5,0.0,176,5.7333333333333325,4,1,7,103.82,0,2,0,0,179,1508.78,586.91,0.0,287.32,483.51,736.51,0.0,0.0,3741.279999999999,14,5.571428571428571,-0.21428571429086465,255.0,255.0,"""CA""",1
81,750.0,0.0,0.0,0.0,0.0,187.5,0.0,151,6.0,3,8,0,3.94,0,1,2,0,180,0.0,105.39,0.0,0.0,35.625,0.0,0.0,0.0,245.465,4,0.0,0.0,150.0,500.0,"""WA""",0
82,1993.28,0.0,0.0,498.32,0.0,0.0,0.0,81,1.5,1,11,2,92.7,0,0,0,1,89,0.0,0.0,0.0,7.16,0.0,0.0,0.0,0.0,327.16,2,1.0,0.0,200.0,325.0,"""UT""",1
83,2244.66,0.0,0.0,0.0,0.0,561.165,0.0,315,2.090909090909091,1,7,6,49.9,0,0,0,0,315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,250.0,250.0,"""UT""",1
84,2583.83,79.8,80.0,486.1575,0.0,0.0,0.0,167,7.25,3,7,1,-46.0,1,0,0,0,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,50.0,50.0,"""WA""",1
85,4455.030000000002,0.0,547.85,565.9075,0.0,0.0,0.0,79,7.333333333333332,4,0,13,114.56,0,7,0,2,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,150.0,255.0,"""CA""",0
86,1655.87,0.0,0.0,413.9675,0.0,0.0,0.0,66,1.6666666666666667,1,10,3,103.17,0,0,0,0,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,200.0,400.0,"""WA""",1
87,2796.65,0.0,95.0,604.1624999999998,0.0,0.0,0.0,174,2.833333333333333,2,6,7,54.16,21,0,0,0,177,0.0,0.0,0.0,501.1,0.0,0.0,0.0,0.0,501.1,1,1.0,-8.470287291277312e-17,200.0,300.0,"""WA""",1
88,3001.36,0.0,0.0,750.3399999999998,0.0,0.0,0.0,254,2.0,1,2,11,108.88,0,0,0,0,300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,200.0,200.0,"""WA""",1
89,1364.25,0.0,0.0,121.2025,0.0,219.86,0.0,172,4.25,2,4,8,0.31,0,0,0,0,178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,85.0,255.0,"""CA""",1
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,55,-1,353.52,0,0,1,0,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,150.0,400.0,"""WA""",1
91,750.0,0.0,0.0,0.0,0.0,187.5,0.0,165,1.0,1,12,17,-15.61,0,0,0,0,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,150.0,350.0,"""WA""",1
92,5951.45,0.0,0.0,0.0,0.0,604.29,883.5725,175,35.202380952380956,4,0,-1,131.99,0,0,0,3,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,150.0,300.0,"""WA""",1
93,2168.5000000000005,0.0,0.0,542.1250000000001,0.0,0.0,0.0,40,3.5,2,0,-1,231.11,0,0,0,0,160,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,70.0,1,0.0,0.0,100.0,500.0,"""ID""",1
94,4559.4,0.0,459.5,680.35,0.0,0.0,0.0,123,3.95,2,7,2,68.36,0,11,1,0,158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,200.0,255.0,"""CA""",1
95,6400.86,0.0,136.25,1463.965,0.0,0.0,0.0,174,10.833333333333332,3,0,8,208.28,0,17,0,0,180,0.0,390.0,87.73,555.0,0.0,0.0,0.0,0.0,1032.73,4,10.5,1.0571428571443109,255.0,255.0,"""CA""",1
96,4259.12,0.0,0.0,0.0,0.0,1064.78,0.0,42,2.0,1,0,13,-160.26,9,0,0,0,180,0.0,0.0,0.0,0.0,119.08,106.55,0.0,0.0,225.63,3,0.0,0.0,200.0,255.0,"""CA""",1
97,1911.51,0.0,138.5,339.3775,0.0,0.0,0.0,112,5.25,3,0,6,868.75,0,0,0,0,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,250.0,250.0,"""CA""",1
98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,-1,-1,4.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,300.0,500.0,"""WA""",1
99,4204.93,0.0,0.0,776.49,0.0,274.7425,0.0,177,3.9166666666666665,2,9,4,3.02,4,0,0,0,179,0.0,40.41,0.0,0.0,0.0,0.0,0.0,0.0,40.41,1,0.0,0.0,400.0,500.0,"""WA""",0
100,7065.09,0.0,615.0,1026.2725,0.0,0.0,125.0,89,8.333333333333332,3,4,5,-111.04,6,4,0,0,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,1,0.0,0.0,200.0,400.0,"""WA""",1
101,1257.48,0.0,0.0,314.37,0.0,0.0,0.0,135,3.2,1,9,4,-25.46,0,0,0,0,363,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,15.0,1,1.0,-1.2152354166856955e-16,200.0,300.0,"""WA""",1
102,2633.83,0.0,213.5,444.9575,0.0,0.0,0.0,175,3.4285714285714284,2,4,10,124.47,5,0,0,0,179,0.0,0.0,0.0,0.0,317.95,0.0,0.0,0.0,317.95,1,0.0,0.0,200.0,500.0,"""WA""",1
103,1050.23,0.0,0.0,262.5575,0.0,0.0,0.0,9,1.0,1,9,-1,26.74,2,1,0,0,177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.5,0.19999999999941614,100.0,100.0,"""WA""",1
104,1607.9700000000007,0.0,30.0,371.99250000000006,0.0,0.0,0.0,132,7.4,5,6,0,11.15,2,0,0,3,178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,500.0,"""WA""",1
105,1817.31,0.0,0.0,454.3275,0.0,0.0,0.0,68,1.6666666666666667,1,12,1,3.33,1,0,1,0,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.01,265.01,3,0.0,0.0,150.0,200.0,"""CA""",1
106,1924.25,0.0,0.0,481.0625,0.0,0.0,0.0,24,1.5,1,10,-1,0.0,0,0,0,0,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,1,0.0,0.0,100.0,500.0,"""WA""",1
107,1876.73,0.0,0.0,469.1825,0.0,0.0,0.0,78,2.0,1,8,5,95.54,2,3,0,0,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,200.0,400.0,"""WA""",1
