,monthly_income,gig_economy_weekly_income,atm_check_deposits_weekly_income,direct_deposit_weekly_income,government_aid_weekly_income,frequency_heuristic_weekly_income,large_deposits_weekly_income,income_length,payrolls_per_month,income_sources,days_since_most_recent_payroll,days_until_next_payroll,bank_balance,overdraft_transactions,nsf_transactions,return_transactions,reverse_transactions,length_of_transaction_history,mortgage,auto_loan,student_loan,traditional_single_payment,installment_loan,predatory_installment_loan,title_loan,pay_advances,total_loan_payments,no_of_other_active_loans,traditional_single_payment_mean,traditional_single_payment_trend,loan_amount,loan_requested,state,status
15,786.0,0.0,0.0,0.0,196.5,0.0,0.0,131,1.25,1,12,18,50.83,0,0,0,0,163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,150.0,150.0,,0
16,1164.75,0.0,0.0,291.1875,0.0,0.0,0.0,55,4.666666666666666,2,6,0,-182.35,2,20,1,0,59,0.0,0.0,0.0,116.16,0.0,0.0,0.0,0.0,116.16,2,1.0,1.4155753198860048e-16,275.0,275.0,"""UT""",0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,-1,-1,0.2,0,0,0,0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,1,0.0,0.0,250.0,250.0,"""WA""",0
18,30.0,0.0,7.5,0.0,0.0,0.0,0.0,164,31.0,3,3,-1,-534.92,2,0,0,0,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,150.0,150.0,"""WA""",0
19,30.0,0.0,7.5,0.0,0.0,0.0,0.0,164,31.0,3,3,-1,-534.92,2,0,0,0,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,150.0,150.0,"""WA""",0
20,1966.36,0.0,38.0,453.59,0.0,0.0,0.0,172,2.8,2,0,13,166.46,1,5,0,0,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,500.0,500.0,"""WA""",0
21,1443.65,0.0,360.9125,0.0,0.0,0.0,0.0,179,8.333333333333332,2,1,-1,0.0,5,0,0,0,179,0.0,0.0,0.0,250.0,404.07,0.0,0.0,0.0,654.0699999999998,5,1.5,1.0000000000050258,255.0,255.0,"""CA""",0
22,121.92,0.0,0.0,12.98,0.0,0.0,17.5,0,0.0,0,4,-1,8.19,4,0,0,0,169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,500.0,500.0,"""UT""",0
23,4025.2,0.0,0.0,1006.3,0.0,0.0,0.0,22,3.0,3,1,-1,93.4,0,1,0,0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.25,1,0.0,0.0,500.0,500.0,"""WA""",0
24,6265.01,0.0,757.0125,809.24,0.0,0.0,0.0,179,5.7142857142857135,2,3,3,39.3,3,1,1,0,179,0.0,496.96,0.0,0.0,0.0,0.0,0.0,0.0,511.9,2,0.0,0.0,500.0,500.0,"""WA""",0
25,875.0,0.0,0.0,218.75,0.0,0.0,0.0,137,4.2,1,4,2,25.37,0,0,0,0,147,0.0,0.0,0.0,0.0,21.49,0.0,0.0,75.0,97.9885,4,0.0,0.0,255.0,255.0,"""CA""",0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,154,-1,0.0,0,0,0,0,154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,300.0,300.0,"""ID""",0
27,2231.36,0.0,0.0,0.0,0.0,0.0,557.8399999999998,86,1.25,1,8,-1,360.24,19,0,1,2,178,0.0,0.0,0.0,0.0,895.0,1114.92,0.0,0.0,2009.92,4,0.0,0.0,500.0,500.0,"""WA""",0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,-1,-1,1.9,0,0,0,0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,500.0,500.0,"""WA""",0
29,151.0,0.0,37.75,0.0,0.0,0.0,0.0,0,0.0,0,25,-1,0.5,0,0,0,0,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,200.0,200.0,"""CA""",0
30,128.0,0.0,32.0,0.0,0.0,0.0,0.0,0,0.0,0,26,-1,1.9,0,0,0,0,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,500.0,500.0,"""WA""",0
31,374.71,0.0,0.0,93.6775,0.0,0.0,0.0,0,3.5,2,0,-1,363.56,0,0,0,0,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,255.0,255.0,"""CA""",0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,-1,-1,0.0,0,0,0,0,171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.06,100.06,1,0.0,0.0,250.0,250.0,"""WA""",0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,-1,-1,0.0,0,0,0,0,154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,255.0,255.0,"""CA""",0
34,1940.0,0.0,485.0,0.0,0.0,0.0,0.0,34,4.5,2,4,2,15.14,0,4,0,0,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,450.0,450.0,"""MT""",0
35,1418.4699999999998,0.0,0.0,354.61749999999995,0.0,0.0,0.0,193,2.4285714285714284,1,11,2,-1.01,0,0,0,1,285,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,3,1.2,-0.023255813953446315,150.0,150.0,"""WA""",0
36,508.44,0.0,0.0,127.11,0.0,0.0,0.0,12,1.0,1,12,-1,34.62,0,0,0,0,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,100.0,"""UT""",0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,42,-1,-4.96,0,0,2,0,178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,807.72,3,0.0,0.0,500.0,500.0,"""WA""",0
38,1865.99,0.0,0.0,357.3624999999999,0.0,100.0,9.135,195,3.761904761904762,3,2,7,106.38,0,1,3,0,195,0.0,0.0,0.0,0.0,123.81,0.0,0.0,0.0,160.17000000000004,6,1.0,0.0,500.0,500.0,"""WA""",0
39,715.2,0.0,178.8,0.0,0.0,0.0,0.0,9,2.0,1,2,-1,0.0,0,0,0,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,500.0,500.0,"""WA""",0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,-1,-1,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,250.0,250.0,"""WA""",0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,-1,-1,4.06,0,3,0,0,112,0.0,44.38,0.0,212.03,0.0,0.0,0.0,0.0,256.41,2,1.0,3.083994451532111e-17,255.0,255.0,"""CA""",0
42,200.0,0.0,50.0,0.0,0.0,0.0,0.0,179,3.666666666666667,2,22,-1,-681.06,13,0,0,8,179,0.0,0.0,0.0,0.0,0.0,50.45,0.0,0.0,50.45,1,0.0,0.0,300.0,300.0,"""WA""",0
43,938.38,0.0,140.0,94.595,0.0,0.0,0.0,175,2.833333333333333,2,11,-1,0.0,0,2,0,0,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,350.0,"""WA""",0
44,2777.75,0.0,0.0,694.4375,0.0,0.0,0.0,114,2.25,1,2,11,1152.93,0,0,0,0,114,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,250.0,1,2.6666666666666665,0.9999999999981241,255.0,255.0,"""CA""",0
45,2514.6800000000007,0.0,217.0325,0.0,0.0,0.0,411.6375000000001,86,6.75,3,2,-1,-163.01,0,1,0,0,104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,300.0,300.0,"""UT""",0
46,2724.41,0.0,76.0,0.0,0.0,605.1025,0.0,178,3.75,2,10,3,81.95,0,0,2,0,178,0.0,0.0,0.0,250.0,425.81,0.0,0.0,0.0,675.81,6,3.5,1.0000000000013387,255.0,255.0,"""CA""",0
47,3326.25,0.0,0.0,0.0,0.0,0.0,831.5625,105,1.25,1,10,-1,53.64,0,0,0,0,179,0.0,319.62,0.0,0.0,0.0,400.0,0.0,0.0,719.62,4,0.0,0.0,255.0,255.0,"""CA""",0
48,164.31,0.0,0.0,0.0,0.0,41.0775,0.0,0,0.0,0,6,11,1.39,0,0,1,0,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,1,0.0,0.0,200.0,200.0,"""WA""",0
49,440.0,0.0,110.0,0.0,0.0,0.0,0.0,173,1.3333333333333333,1,26,-1,285.88,3,9,10,1,177,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,150.0,2,1.6666666666666667,0.07142857142885282,500.0,500.0,"""WA""",0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,-1,-1,5.0,0,0,0,0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,255.0,255.0,"""CA""",0
51,1387.29,0.0,0.0,346.8225,0.0,0.0,0.0,172,2.1666666666666665,1,5,9,-0.81,2,0,0,0,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,400.0,400.0,"""UT""",0
52,22.2,0.0,5.55,0.0,0.0,0.0,0.0,0,0.0,0,7,-1,-247.71,0,0,0,2,175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,400.0,400.0,"""WA""",0
53,556.0,0.0,0.0,0.0,0.0,139.0,0.0,43,0.6666666666666666,1,12,17,0.75,0,0,1,0,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,250.0,250.0,"""ID""",0
54,443.5,0.0,40.2475,70.6275,0.0,0.0,0.0,170,2.833333333333333,2,5,11,3.71,1,2,0,0,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,400.0,400.0,"""UT""",0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,-1,-1,0.0,0,0,0,0,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,250.0,250.0,"""UT""",0
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,-1,-1,95.91,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,255.0,255.0,"""CA""",0
57,1829.44,0.0,0.0,0.0,0.0,457.36,0.0,20,2.0,1,6,7,-37.36,0,5,0,0,94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,300.0,300.0,"""WA""",0
58,308.0,0.0,77.0,0.0,0.0,0.0,0.0,0,0.0,0,2,-1,1.0,2,2,0,0,165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,100.0,"""WA""",0
59,2092.25,0.0,0.0,523.0625,0.0,0.0,0.0,54,1.3333333333333333,1,8,5,-526.38,0,0,0,0,176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,500.0,500.0,"""WA""",0
60,1158.09,0.0,3.75,0.0,0.0,285.7725000000001,0.0,85,3.75,2,0,4,447.34,0,0,0,0,336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,500.0,500.0,"""WA""",0
61,100.0,0.0,0.0,25.0,0.0,0.0,0.0,0,0.0,0,24,6,0.0,0,0,0,0,297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,250.0,250.0,"""WA""",0
62,100.0,0.0,0.0,25.0,0.0,0.0,0.0,0,0.0,0,24,6,0.0,0,0,0,0,297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,200.0,200.0,"""WA""",0
63,3036.27,0.0,0.0,759.0675,0.0,0.0,0.0,73,1.75,1,3,10,-386.14,0,0,0,0,101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,500.0,500.0,"""WA""",0
64,857.51,0.0,56.5,157.8775,0.0,0.0,0.0,20,3.0,2,4,-1,5.99,0,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,350.0,350.0,"""WA""",0
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,-1,-1,-75.04,0,0,0,0,15,0.0,0.0,0.0,450.0,0.0,0.0,0.0,0.0,450.0,1,1.0,0.0,150.0,150.0,"""UT""",0
66,3627.32,0.0,0.0,906.83,0.0,0.0,0.0,49,1.0,1,1,-1,-1252.3,8,2,0,0,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,200.0,200.0,"""CA""",0
67,8147.44,0.0,0.0,1754.255,0.0,0.0,282.605,95,9.0,5,5,2,14.86,1,2,0,0,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,1,0.0,0.0,200.0,200.0,"""WA""",0
68,2915.73,86.1875,12.8725,498.4775,0.0,120.2575,11.1375,223,12.214285714285715,5,3,0,49.58,0,0,0,0,224,0.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,135.0,4,0.0,0.0,500.0,500.0,"""WA""",0
69,1775.7800000000002,0.0,0.0,443.94500000000005,0.0,0.0,0.0,174,2.0,1,6,10,-317.4,10,0,0,0,178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,255.0,255.0,"""CA""",0
70,1556.37,0.0,0.0,389.0925,0.0,0.0,0.0,46,2.0,1,4,9,103.17,0,0,0,0,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,200.0,200.0,"""WA""",0
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.333333333333333,1,17,-1,-398.38,1,0,0,0,115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,255.0,255.0,"""CA""",0
72,3273.42,0.0,704.0,102.575,0.0,0.0,11.78,180,6.452380952380952,3,1,-1,1514.75,2,0,9,0,180,0.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,161.0,3,1.0,-3.828908940180449e-17,500.0,500.0,"""WA""",0
73,940.42,0.0,4.5,230.605,0.0,0.0,0.0,65,2.5,2,8,5,27.15,0,0,0,0,86,0.0,0.0,0.0,125.0,0.0,132.44,0.0,100.0,357.44,4,2.333333333333333,-0.4999999999988218,200.0,200.0,"""CA""",0
74,227.82,0.0,0.0,56.955,0.0,0.0,0.0,0,0.0,0,23,-1,-78.35,1,3,0,1,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,500.0,500.0,"""WA""",0
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,1,11,-1,0.0,1,0,1,0,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,250.0,250.0,"""WA""",0
76,1690.0,0.0,0.0,0.0,0.0,422.5,0.0,53,12.333333333333336,2,4,9,408.48,0,2,6,0,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,500.0,500.0,"""WA""",0
77,173.0,0.0,0.0,0.0,0.0,12.5,30.75,0,0.0,0,2,10,0.0,10,0,0,0,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,500.0,500.0,"""UT""",0
78,7454.87,0.0,55.0,1808.7175,0.0,0.0,0.0,175,6.733333333333333,2,2,4,33.7,24,0,0,1,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,300.0,300.0,"""UT""",0
79,3046.66,0.0,0.0,581.4425,0.0,180.2225,0.0,21,4.0,2,7,6,42.87,0,4,0,3,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,500.0,500.0,"""WA""",0
80,297.34,0.0,0.0,0.0,0.0,74.335,0.0,0,0.0,0,7,6,0.0,0,0,0,0,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,250.0,250.0,"""WA""",0
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,-1,-1,16.69,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,500.0,500.0,"""WA""",0
82,4582.18,0.0,175.0,864.4275,0.0,106.1175,0.0,177,8.214285714285715,5,3,4,-645.89,3,24,0,0,180,0.0,163.03,0.0,0.0,0.0,0.0,0.0,0.0,163.03,1,0.0,0.0,250.0,250.0,"""WA""",0
83,1908.35,0.0,0.0,477.0875,0.0,0.0,0.0,179,1.8571428571428568,1,11,2,-335.0,11,0,0,0,179,0.0,0.0,0.0,0.0,500.0,150.0,0.0,0.0,650.0,3,0.0,0.0,255.0,255.0,"""CA""",0
84,1852.98,0.0,55.0,408.245,0.0,0.0,0.0,175,3.333333333333333,2,3,10,0.16,2,0,0,0,180,0.0,0.0,0.0,255.0,322.8,0.0,0.0,300.0,877.8,5,3.0,4.000000000005172,255.0,255.0,"""CA""",0
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,-1,-1,18.12,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,250.0,250.0,"""WA""",0
86,3273.51,0.0,818.3775,0.0,0.0,0.0,0.0,54,2.5,1,0,-1,10.47,1,0,0,0,180,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,1,1.0,0.0,255.0,255.0,"""CA""",0
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,42.66666666666666,5,1,-1,0.0,0,0,0,0,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.5,2,0.0,0.0,500.0,500.0,"""WA""",0
88,2828.46,0.0,0.0,707.115,0.0,0.0,0.0,50,2.0,1,8,5,-594.95,3,21,0,0,106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,500.0,500.0,"""WA""",0
89,2782.18,0.0,140.0,555.545,0.0,0.0,0.0,320,2.659090909090909,2,3,1,-52.12,0,5,0,0,344,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,1035.0,3,0.0,0.0,500.0,500.0,"""UT""",0
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,-1,-1,0.0,0,0,0,1,132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,400.0,400.0,"""WA""",0
91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,-1,-1,-4.49,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,500.0,500.0,"""WA""",0
92,2925.69,0.0,0.0,0.0,0.0,731.4224999999999,0.0,113,1.4,1,7,6,100.44,0,5,0,1,116,0.0,0.0,0.0,0.0,330.19,0.0,65.0,274.0,785.1800000000002,5,3.0,-0.3999999999995298,400.0,400.0,"""UT""",0
93,1000.0,0.0,250.0,0.0,0.0,0.0,0.0,84,1.0,1,22,-1,84.08,0,0,0,0,179,0.0,0.0,0.0,0.0,308.24,0.0,0.0,0.0,308.24,1,0.0,0.0,300.0,300.0,"""WA""",0
94,2506.91,0.0,0.0,626.7275,0.0,0.0,0.0,329,3.8181818181818175,2,7,6,-233.76,1,17,0,6,336,0.0,0.0,0.0,0.0,9.91,0.0,0.0,0.0,170.12,3,1.0,0.0,500.0,500.0,"""UT""",0
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,103,-1,2.0,0,0,0,0,178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,100.0,100.0,"""WA""",0
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.5,2,11,-1,-3.1,0,0,0,0,249,0.0,0.0,0.0,0.0,0.0,475.0,0.0,0.0,475.05,3,0.0,0.0,500.0,500.0,,0
97,750.0,0.0,187.5,0.0,0.0,0.0,0.0,85,2.25,2,8,-1,536.7,0,0,0,0,90,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,1,0.0,0.0,300.0,300.0,"""WA""",0
98,2596.38,0.0,0.0,0.0,0.0,649.0949999999998,0.0,167,3.4285714285714284,1,6,0,0.64,0,0,0,0,171,0.0,0.0,0.0,0.0,0.0,134.72,0.0,0.0,134.72,1,0.0,0.0,400.0,400.0,"""WA""",0
99,7050.8899999999985,0.0,195.0,1567.7225,0.0,0.0,0.0,343,4.647435897435898,3,0,13,2166.94,0,0,0,0,344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4.0,0.20000000000035345,500.0,500.0,"""WA""",0
100,2254.7200000000007,0.0,41.69,521.99,0.0,0.0,0.0,177,5.0,4,9,4,-444.38,0,3,0,0,180,0.0,708.0,0.0,0.0,0.0,131.3,0.0,0.0,839.3,3,0.0,0.0,400.0,400.0,"""WA""",0
101,4344.32,0.0,0.0,1086.08,0.0,0.0,0.0,359,4.333333333333334,2,1,4,846.02,0,0,0,0,359,0.0,42.62,0.0,0.0,0.0,0.0,0.0,0.0,42.62,2,0.0,0.0,200.0,200.0,"""WA""",0
102,1683.8000000000004,0.0,0.0,281.725,0.0,139.225,0.0,47,6.333333333333334,2,4,1,0.0,0,0,0,0,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,100.0,"""WA""",0
103,2903.0600000000004,0.0,0.0,0.0,0.0,0.0,725.7650000000001,177,3.8333333333333335,1,10,-1,84.7,0,0,3,0,180,0.0,0.0,0.0,0.0,472.73,0.0,0.0,0.0,622.73,2,0.0,0.0,400.0,400.0,"""WA""",0
104,2813.72,0.0,82.5,620.93,0.0,0.0,0.0,7,3.0,3,1,-1,1072.4,0,0,6,0,15,0.0,0.0,0.0,294.0,300.0,0.0,0.0,0.0,594.0,4,3.0,0.0,255.0,255.0,"""CA""",0
105,4264.980000000001,0.0,0.0,951.245,0.0,115.0,0.0,176,10.438095238095238,6,1,5,577.34,4,0,0,0,176,0.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,1,0.0,0.0,150.0,150.0,"""WA""",0
106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8333333333333333,1,27,-1,-38.0,3,6,1,0,178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,1,0.0,0.0,300.0,300.0,"""WA""",0
107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,81,-1,-316.71,0,6,7,0,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,500.0,500.0,"""WA""",0
108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,-1,-1,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,400.0,400.0,"""WA""",0
